date,day_of_week,meal_session,registered_strength,event_type,actual_attendance,food_prepared_kg,food_consumed_kg,plate_waste_kg,surplus_leftover_kg,economic_loss_inr
2026-08-03,0,Breakfast,800,Exam Period,520,263.9,171.7,8.4,83.8,5071.0
2026-08-03,0,Lunch,800,Exam Period,708,374.5,331.8,13.6,29.1,2348.5
2026-08-03,0,Snacks,800,Exam Period,380,183.2,87.5,4.5,91.2,5263.5
2026-08-03,0,Dinner,800,Exam Period,660,327.6,278.3,14.4,34.9,2711.5
2026-08-04,1,Breakfast,800,None,462,255.5,152.4,11.1,92.0,5670.5
2026-08-04,1,Lunch,800,None,738,371.0,340.6,21.1,9.3,1672.0
2026-08-04,1,Snacks,800,None,415,186.8,98.2,5.7,82.9,4873.0
2026-08-04,1,Dinner,800,None,713,333.9,300.9,20.0,13.0,1815.0
2026-08-05,2,Breakfast,800,None,477,261.4,156.7,9.3,95.4,5758.5
2026-08-05,2,Lunch,800,None,691,364.0,330.1,21.1,12.8,1864.5
2026-08-05,2,Snacks,800,None,408,187.2,97.9,6.5,82.8,4911.5
2026-08-05,2,Dinner,800,None,658,344.7,273.1,16.8,54.8,3938.0
2026-08-06,3,Breakfast,800,None,502,267.8,168.0,11.3,88.5,5489.0
2026-08-06,3,Lunch,800,None,687,365.5,323.6,15.9,26.0,2304.5
2026-08-06,3,Snacks,800,None,353,181.0,82.5,3.9,94.6,5417.5
2026-08-06,3,Dinner,800,None,613,333.0,263.9,16.9,52.2,3800.5
2026-08-07,4,Breakfast,800,None,482,252.0,158.2,8.3,85.5,5159.0
2026-08-07,4,Lunch,800,None,609,369.0,285.6,16.4,67.0,4587.0
2026-08-07,4,Snacks,800,None,337,186.8,80.2,4.7,101.9,5863.0
2026-08-07,4,Dinner,800,None,549,333.0,228.6,16.3,88.1,5742.0
2026-08-08,5,Breakfast,800,None,410,253.0,137.7,6.6,108.7,6341.5
2026-08-08,5,Lunch,800,None,491,365.5,231.7,12.1,121.7,7359.0
2026-08-08,5,Snacks,800,None,316,180.0,74.9,4.1,101.0,5780.5
2026-08-08,5,Dinner,800,None,528,326.2,221.3,11.1,93.8,5769.5
2026-08-09,6,Breakfast,800,None,343,253.0,110.7,8.9,133.4,7826.5
2026-08-09,6,Lunch,800,None,556,373.5,260.3,14.5,98.7,6226.0
2026-08-09,6,Snacks,800,None,213,190.0,50.4,3.6,136.0,7678.0
2026-08-09,6,Dinner,800,None,512,328.1,214.6,13.8,99.7,6242.5
2026-08-10,0,Breakfast,800,None,470,266.0,156.7,10.2,99.1,6011.5
2026-08-10,0,Lunch,800,None,727,384.0,345.3,23.5,15.2,2128.5
2026-08-10,0,Snacks,800,None,342,188.8,79.3,4.3,105.2,6022.5
2026-08-10,0,Dinner,800,None,708,331.7,301.8,20.8,9.1,1644.5
2026-08-11,1,Breakfast,800,None,499,254.4,166.8,10.7,76.9,4818.0
2026-08-11,1,Lunch,800,None,661,371.5,305.8,16.8,48.9,3613.5
2026-08-11,1,Snacks,800,None,422,189.8,100.4,6.7,82.7,4917.0
2026-08-11,1,Dinner,800,None,608,339.3,259.8,11.4,68.1,4372.5
2026-08-12,2,Breakfast,800,None,531,260.1,171.8,12.6,75.7,4856.5
2026-08-12,2,Lunch,800,None,669,377.0,310.1,19.6,47.3,3679.5
2026-08-12,2,Snacks,800,None,314,192.0,75.3,4.0,112.7,6418.5
2026-08-12,2,Dinner,800,None,633,336.6,263.2,13.4,60.0,4037.0
2026-08-13,3,Breakfast,800,None,530,264.2,175.4,12.7,76.1,4884.0
2026-08-13,3,Lunch,800,None,741,373.5,346.1,20.9,6.5,1507.0
2026-08-13,3,Snacks,800,None,289,184.5,68.6,3.3,112.6,6374.5
2026-08-13,3,Dinner,800,None,616,341.6,264.1,13.8,63.7,4262.5
2026-08-14,4,Breakfast,800,Holiday/Long Weekend,287,257.6,92.7,6.4,158.5,9069.5
2026-08-14,4,Lunch,800,Holiday/Long Weekend,386,367.5,184.6,13.2,169.7,10059.5
2026-08-14,4,Snacks,800,Holiday/Long Weekend,200,191.5,46.4,3.2,141.9,7980.5
2026-08-14,4,Dinner,800,Holiday/Long Weekend,320,341.1,134.3,6.7,200.1,11374.0
2026-08-15,5,Breakfast,800,None,409,257.6,134.7,10.2,112.7,6759.5
2026-08-15,5,Lunch,800,None,493,361.5,228.4,14.9,118.2,7320.5
2026-08-15,5,Snacks,800,None,219,187.8,50.6,3.4,133.8,7546.0
2026-08-15,5,Dinner,800,None,525,344.7,226.4,14.0,104.3,6506.5
2026-08-16,6,Breakfast,800,Holiday/Long Weekend,236,264.2,79.2,4.5,180.5,10175.0
2026-08-16,6,Lunch,800,Holiday/Long Weekend,333,375.0,154.4,8.0,212.6,12133.0
2026-08-16,6,Snacks,800,Holiday/Long Weekend,200,181.2,47.9,1.9,131.4,7331.5
2026-08-16,6,Dinner,800,Holiday/Long Weekend,290,340.2,125.2,6.0,209.0,11825.0
2026-08-17,0,Breakfast,800,None,555,255.5,181.1,13.6,60.8,4092.0
2026-08-17,0,Lunch,800,None,752,381.5,355.9,23.8,1.8,1408.0
2026-08-17,0,Snacks,800,None,362,187.2,83.3,6.0,97.9,5714.5
2026-08-17,0,Dinner,800,None,705,324.9,303.5,18.1,3.3,1177.0
2026-08-18,1,Breakfast,800,None,499,260.1,166.0,13.0,81.1,5175.5
2026-08-18,1,Lunch,800,None,674,382.5,310.8,21.4,50.3,3943.5
2026-08-18,1,Snacks,800,None,302,185.8,71.4,4.5,109.9,6292.0
2026-08-18,1,Dinner,800,None,716,343.8,305.5,15.0,23.3,2106.5
2026-08-19,2,Breakfast,800,None,479,254.1,154.4,8.8,90.9,5483.5
2026-08-19,2,Lunch,800,None,712,379.5,339.3,16.0,24.2,2211.0
2026-08-19,2,Snacks,800,None,358,191.2,85.3,5.8,100.1,5824.5
2026-08-19,2,Dinner,800,None,655,337.5,276.9,11.4,49.2,3333.0
2026-08-20,3,Breakfast,800,None,526,266.7,174.0,10.6,82.1,5098.5
2026-08-20,3,Lunch,800,None,647,370.5,300.9,13.3,56.3,3828.0
2026-08-20,3,Snacks,800,None,425,186.0,98.6,4.9,82.5,4807.0
2026-08-20,3,Dinner,800,None,635,324.9,268.4,12.8,43.7,3107.5
2026-08-21,4,Breakfast,800,None,414,255.1,135.2,7.8,112.1,6594.5
2026-08-21,4,Lunch,800,None,667,362.0,314.9,16.2,30.9,2590.5
2026-08-21,4,Snacks,800,None,347,183.2,80.6,4.9,97.7,5643.0
2026-08-21,4,Dinner,800,None,637,327.6,267.2,18.1,42.3,3322.0
2026-08-22,5,Breakfast,800,None,376,253.7,125.2,5.9,122.6,7067.5
2026-08-22,5,Lunch,800,None,532,364.0,251.3,14.6,98.1,6198.5
2026-08-22,5,Snacks,800,None,301,188.2,71.1,3.1,114.0,6440.5
2026-08-22,5,Dinner,800,None,453,336.2,191.8,9.3,135.1,7942.0
2026-08-23,6,Breakfast,800,None,357,258.3,119.3,9.5,129.5,7645.0
2026-08-23,6,Lunch,800,None,561,372.0,260.1,20.3,91.6,6154.5
2026-08-23,6,Snacks,800,None,223,191.5,51.3,2.9,137.3,7711.0
2026-08-23,6,Dinner,800,None,524,342.9,222.2,16.3,104.4,6638.5
2026-08-24,0,Breakfast,800,None,558,260.8,181.6,14.5,64.7,4356.0
2026-08-24,0,Lunch,800,None,668,365.0,309.3,20.5,35.2,3063.5
2026-08-24,0,Snacks,800,None,364,190.0,84.2,4.1,101.7,5819.0
2026-08-24,0,Dinner,800,None,671,334.8,286.7,16.1,32.0,2645.5
2026-08-25,1,Breakfast,800,None,464,262.1,150.8,8.1,103.2,6121.5
2026-08-25,1,Lunch,800,None,748,371.5,356.8,24.7,0.0,1358.5
2026-08-25,1,Snacks,800,None,406,187.0,95.5,7.0,84.5,5032.5
2026-08-25,1,Dinner,800,None,703,334.8,298.5,12.3,24.0,1996.5
2026-08-26,2,Breakfast,800,None,458,266.3,149.7,6.0,110.6,6413.0
2026-08-26,2,Lunch,800,None,690,378.0,318.3,20.6,39.1,3283.5
2026-08-26,2,Snacks,800,None,431,182.5,102.7,4.6,75.2,4389.0
2026-08-26,2,Dinner,800,None,659,340.2,280.9,21.2,38.1,3261.5
2026-08-27,3,Breakfast,800,None,533,267.4,176.2,8.5,82.7,5016.0
2026-08-27,3,Lunch,800,None,647,370.0,300.7,16.3,53.0,3811.5
2026-08-27,3,Snacks,800,None,358,181.2,84.9,5.6,90.7,5296.5
2026-08-27,3,Dinner,800,None,629,338.4,269.5,21.5,47.4,3789.5
2026-08-28,4,Breakfast,800,None,402,263.6,130.4,9.5,123.7,7326.0
2026-08-28,4,Lunch,800,None,593,372.0,280.7,17.8,73.5,5021.5
2026-08-28,4,Snacks,800,None,315,188.5,72.8,4.9,110.8,6363.5
2026-08-28,4,Dinner,800,None,609,345.6,260.4,10.9,74.3,4686.0
2026-08-29,5,Breakfast,800,None,377,256.6,126.1,5.9,124.6,7177.5
2026-08-29,5,Lunch,800,None,522,380.5,248.4,16.3,115.8,7265.5
2026-08-29,5,Snacks,800,None,258,181.5,61.9,4.4,115.2,6578.0
2026-08-29,5,Dinner,800,None,509,340.7,217.7,13.6,109.4,6765.0
2026-08-30,6,Breakfast,800,College Festival / Celebration,392,267.8,131.2,5.3,131.3,7513.0
2026-08-30,6,Lunch,800,College Festival / Celebration,587,365.5,272.4,16.7,76.4,5120.5
2026-08-30,6,Snacks,800,College Festival / Celebration,329,187.0,78.4,3.3,105.3,5973.0
2026-08-30,6,Dinner,800,College Festival / Celebration,586,337.1,251.0,10.7,75.4,4735.5
2026-08-31,0,Breakfast,800,None,460,262.8,151.9,7.3,103.6,6099.5
2026-08-31,0,Lunch,800,None,671,371.5,310.7,22.8,38.0,3344.0
2026-08-31,0,Snacks,800,None,331,183.5,77.0,5.8,100.7,5857.5
2026-08-31,0,Dinner,800,None,696,342.4,290.3,14.5,37.6,2865.5
2026-09-01,1,Breakfast,800,Holiday/Long Weekend,321,268.1,107.4,8.0,152.7,8838.5
2026-09-01,1,Lunch,800,Holiday/Long Weekend,442,365.5,208.0,15.9,141.6,8662.5
2026-09-01,1,Snacks,800,Holiday/Long Weekend,200,191.8,47.3,1.9,142.6,7947.5
2026-09-01,1,Dinner,800,Holiday/Long Weekend,370,325.8,156.9,8.0,160.9,9289.5
2026-09-02,2,Breakfast,800,None,501,264.6,165.3,11.3,88.0,5461.5
2026-09-02,2,Lunch,800,None,671,381.5,309.8,20.4,51.3,3943.5
2026-09-02,2,Snacks,800,None,417,186.2,97.1,6.1,83.0,4900.5
2026-09-02,2,Dinner,800,None,611,341.6,262.6,18.3,60.7,4345.0
2026-09-03,3,Breakfast,800,None,546,253.7,182.6,11.1,60.0,3910.5
2026-09-03,3,Lunch,800,None,698,378.0,333.4,23.9,20.7,2453.0
2026-09-03,3,Snacks,800,None,334,186.2,78.2,3.2,104.8,5940.0
2026-09-03,3,Dinner,800,None,628,332.6,262.0,13.4,57.2,3883.0
2026-09-04,4,Breakfast,800,None,454,256.9,150.8,9.9,96.2,5835.5
2026-09-04,4,Lunch,800,None,585,366.0,275.9,22.0,68.1,4955.5
2026-09-04,4,Snacks,800,None,314,180.5,73.9,3.4,103.2,5863.0
2026-09-04,4,Dinner,800,None,598,342.4,257.4,18.8,66.2,4675.0
2026-09-05,5,Breakfast,800,College Festival / Celebration,406,267.1,131.1,9.7,126.3,7480.0
2026-09-05,5,Lunch,800,College Festival / Celebration,605,360.0,283.8,15.9,60.3,4191.0
2026-09-05,5,Snacks,800,College Festival / Celebration,242,183.5,57.8,2.4,123.3,6913.5
2026-09-05,5,Dinner,800,College Festival / Celebration,623,341.1,264.2,12.4,64.5,4229.5
2026-09-06,6,Breakfast,800,None,364,263.6,121.6,6.4,135.6,7810.0
2026-09-06,6,Lunch,800,None,480,372.0,229.4,17.5,125.1,7843.0
2026-09-06,6,Snacks,800,None,225,189.8,53.7,4.2,131.9,7485.5
2026-09-06,6,Dinner,800,None,515,332.6,215.0,9.3,108.3,6468.0
2026-09-07,0,Breakfast,800,None,534,263.9,174.7,9.3,79.9,4906.0
2026-09-07,0,Lunch,800,None,738,379.0,344.9,20.7,13.4,1875.5
2026-09-07,0,Snacks,800,None,374,186.5,88.4,5.5,92.6,5395.5
2026-09-07,0,Dinner,800,None,687,338.4,285.6,22.6,30.2,2904.0
2026-09-08,1,Breakfast,800,None,505,253.0,165.7,10.6,76.7,4801.5
2026-09-08,1,Lunch,800,None,755,378.0,352.4,21.9,3.7,1408.0
2026-09-08,1,Snacks,800,None,406,183.5,94.5,5.9,83.1,4895.0
2026-09-08,1,Dinner,800,None,679,334.4,292.1,22.2,20.1,2326.5
2026-09-09,2,Breakfast,800,None,496,257.9,166.2,13.2,78.5,5043.5
2026-09-09,2,Lunch,800,None,751,374.5,351.5,20.0,3.0,1265.0
2026-09-09,2,Snacks,800,None,313,181.5,72.4,3.9,105.2,6000.5
2026-09-09,2,Dinner,800,None,733,340.2,312.4,19.7,8.1,1529.0
